date,description,amount,type,balance,account_last4,account_name,source_file,category,subcategory,confidence
2025-02-10,3349 Debit Card Purchase Payidw.Com 800-6589014,-344.76,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,OVERHEAD,Software/Subscriptions,0.92
2025-02-10,POS Purchase Lowe's #11 Ashland Ky POS001 4794062,-586.26,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.92
2025-02-10,POS Purchase Central Hardwa Ironton Oh POS86720000 4794063,-108.2,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.92
2025-02-11,3349 Debit Card Purchase Ohio Business Filing,-5.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,TAXES,Sales Tax Paid,0.9
2025-02-12,3349 Debit Card Purchase B4WV 304-5588000 WV,-30.68,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,UNKNOWN,Needs Manual Review,0.0
2025-02-12,3349 Debit Card Purchase B4WV 304-5588000 WV,-175.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,UNKNOWN,Needs Manual Review,0.0
2025-02-12,3349 Debit Card Purchase Wsaz TV 850-5588797 F,-600.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,MARKETING,Marketing,0.95
2025-02-18,POS Purchase Amazon.Com*K71 Seattle Wa POS00000000 5993604,-61.12,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.7
2025-02-18,POS Purchase Amazon.Com*Dv9 Seattle Wa POS00000000 5993603,-31.56,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.7
2025-02-19,3349 Debit Card Purchase Paper Strategies Inc/,-725.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,MARKETING,Marketing,0.95
2025-02-19,9929 Debit Card Purchase Sunbelt Rentals #1687,-106.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Equipment Rental,0.9
2025-02-20,9929 Debit Card Purchase AmazonMktpl*644S76Eq3,-281.75,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.7
2025-02-24,9929 Debit Card Purchase Sq *Briggs Lawrence Co,-4.5,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,OVERHEAD,Office Supplies,0.65
2025-02-24,POS Purchase O'Reilly 4418 Flatwoods Ky POS02680202 4808712,-75.54,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,VEHICLES,Maintenance,0.9
2025-02-24,POS Purchase Super Quik Raceland Ky POS99999999 4808713,-20.11,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,VEHICLES,Fuel,0.92
2025-02-24,ATM Withdrawal 110 S 4TH St Ironton Oh PNCPJ6612 4808711,-75.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,TRANSFERS,Cash Withdrawal,0.7
2025-02-27,Deposit,2327.32,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,REVENUE,Customer Payment,0.65
2025-02-27,9929 Debit Card Purchase Central Hardware & Fur,-213.38,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.92
2025-02-27,POS Purchase Speedway 45628 Ironton Oh POS628DEX08 1419034,-40.11,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,VEHICLES,Fuel,0.95
2025-02-27,POS Purchase Lowe's #11 Ashland Ky POS001 1419035,-32.67,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.92
2025-02-28,9929 Debit Card Purchase Central Hardware & Fur,-19.29,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Supplies and Materials,0.92
2025-02-28,9929 Debit Card Purchase Roof Maxx Of Portsmout,-1.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,COGS,Roof Maxx Product,0.95
2025-02-28,3349 Recurring Debit Card Intuit *Qbooks Online,-74.5,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_February_2025.pdf,OVERHEAD,Software/Subscriptions,0.92
2025-03-03,POS Purchase Wm Supercenter Ashland Ky POS14260039 5213659,-7.08,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.68
2025-03-03,POS Purchase Speedway Ironton Oh POS90374201 5213660,-58.24,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-03,N0302 3349 Payment Tmobile Au Bellevue Wa POS002 5201289,-46.99,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Phone/Utilities,0.92
2025-03-04,9929 Debit Card Purchase Crager's Ink Solutions,-230.89,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,MARKETING,Marketing,0.95
2025-03-04,POS Purchase Pmt*Oh Bureau Columbus Oh POS99999999 1419253,-389.21,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Insurance Expenses,0.9
2025-03-04,POS Purchase Speedway 45628 Ironton Oh POS628DEX07 1423371,-44.05,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-05,3349 Debit Card Purchase Scioto Ribber,-52.11,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-05,POS Purchase Crager's Ink S Ironton Oh POS4 1427779,-560.92,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,MARKETING,Marketing,0.95
2025-03-06,9929 Debit Card Purchase Gme*Gme Supply,-541.55,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.88
2025-03-06,3349 Debit Card Purchase Bls*Roof Maxx,-1295.99,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Roof Maxx Product,0.95
2025-03-06,POS Purchase Speedway 45628 Ironton Oh POS628DEX07 1428592,-39.36,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-07,Debit Card Credit Gme*Gme Supply,541.55,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.88
2025-03-07,9929 Debit Card Purchase Amazon.com*Tl5Fq2B53,-88.62,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-07,9929 Debit Card Purchase Sq *Briggs Lawrence Co,-11.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Office Supplies,0.65
2025-03-07,POS Purchase Lowe's #11 Ashland Ky POS001 1691471,-58.34,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-07,POS PurchaseCVS/Pharmacy # Ironton Oh POS99999999 1691472,-5.67,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Office Supplies,0.65
2025-03-10,Deposit,5300.0,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,REVENUE,Customer Payment,0.65
2025-03-10,POS Purchase Ironton Food F Coal Grove Oh POS67296201 4817269,-44.21,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.8
2025-03-10,POS Purchase Lowe's #11 Ashland Ky POS001 4829299,-41.85,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-10,POS Purchase Marathon P Ironton Oh POS0001P695 4829300,-42.84,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-10,Corporate ACH Svc Staxpmtsmerchant 15823133,-20.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Payment Processing Fees,0.92
2025-03-11,9929 Debit Card Purchase Advance Auto Parts #77,-81.26,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Maintenance,0.9
2025-03-13,Deposit,670.31,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,REVENUE,Customer Payment,0.65
2025-03-14,9929 Debit Card Purchase Py *Stone Creek Storag,-93.31,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Storage/Rent,0.88
2025-03-14,POS Purchase Wal-Mart #1478 South Point POS24147801 1688016,-136.55,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.68
2025-03-14,POS Purchase Speedway 45628 Ironton Oh POS628DEX07 1688017,-35.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-17,9929 Debit Card Purchase Sq *Mountain Health Ar,-8.49,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-17,9929 Debit Card Purchase Sq *Asm Global DBA Smg,-3.21,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-17,3349 Debit Card Purchase Sq *Asm Global DBA Smg,-10.7,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-17,POS Purchase Shell Service Gahanna Oh POS56015901 4919003,-3.64,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-17,POS Purchase Shell Service Gahanna Oh POS56015901 4919004,-70.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-17,POS Purchase Marathon P Ironton Oh POS0001P695 4919005,-57.57,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-18,9929 Debit Card Purchase Tst*The Winchester -N,-132.9,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-18,9929 Debit Card Purchase Buffalo Wild Wngs 3321,-33.41,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-18,9929 Debit Card Purchase Hbor clover.com,-200.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,UNKNOWN,Needs Manual Review,0.0
2025-03-18,9929 Debit Card Purchase Sq *The Shakery: Eats,-9.78,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-19,9929 Debit Card Purchase Amazon.com*7X06O30Z3,-7.5,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-19,9929 Debit Card PurchaseMarathon Petro180752,-40.1,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-19,POS Purchase Clarks Pns Catlettsburg Ky POS90592 1392364,-56.35,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-20,9929 Debit Card Purchase Marathon Petro180950,-1.98,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-20,POS Purchase Speedway 45628 Ironton Oh POS287POS02 1437254,-5.9,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-21,9929 Debit Card Purchase Advance Auto Parts #77,-13.49,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Maintenance,0.9
2025-03-21,POS Purchase The Home Depot Barboursvill WV POS06247318 1692139,-248.27,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-24,Deposit,2801.0,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,REVENUE,Customer Payment,0.65
2025-03-24,9929 Debit Card Purchase Central Hardware & Fur,-37.53,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-24,9929 Debit Card Purchase Amazon Mktpl*Rq2Nt50G3,-50.18,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-24,9929 Debit Card Purchase Kenny Queen Hrdwr #1,-24.36,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-24,9929 Debit Card Purchase Central Hardware & Fur,-55.92,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-24,9929 Debit Card Purchase Sq *Briggs Lawrence Co,-17.7,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Office Supplies,0.65
2025-03-24,9929 Debit Card Purchase Buffalo Wild Wngs 3321,-48.14,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-24,9929 Debit Card Purchase Py *Stone Creek Storag,-107.45,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Storage/Rent,0.88
2025-03-24,POS Purchase Marathon P South Point POS0001P752 4935939,-4.97,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-24,POS Purchase Marathon 18069 Ironton Oh POS13579601 4935940,-55.69,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-24,POS Purchase Speedway 45628 Ironton Oh POS628DEX02 4935941,-3.13,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-24,POS Purchase Speedway 45628 Ironton Oh POS287POS02 4935942,-5.9,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-24,POS Purchase Amazon.Com*1T0 Seattle Wa POS00000000 4935944,-39.54,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-24,POS Purchase Amazon.Com*Gd5 Seattle Wa POS00000000 4935943,-620.98,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-25,9929 Debit Card Purchase Amazon Mktpl*0U3Sb4Gc3,-7.45,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.7
2025-03-25,9929 Debit Card Purchase Tst*Armory Smokehouse,-20.04,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-27,3349 Debit Card Purchase Bureau Of Workers Comp,-120.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Insurance Expenses,0.9
2025-03-27,POS Purchase Speedway 46130 Huntington WV POS130DEX10 1428130,-57.37,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.95
2025-03-28,9929 Debit Card Purchase Abc Supply 0282,-282.37,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.95
2025-03-28,9929 Debit Card Purchase Harbor Freight Tools 2,-19.05,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-28,9929 Debit Card Purchase Sq *Briggs Lawrence Co,-2.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Office Supplies,0.65
2025-03-28,POS Purchase Archetype Oh Columbus Oh POS08322767 1699652,-311.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-28,3349 Recurring Debit Card Intuit *Qbooks Online,-74.5,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Software/Subscriptions,0.92
2025-03-31,Deposit,4267.67,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,REVENUE,Customer Payment,0.65
2025-03-31,9929 Debit Card Purchase Central Hardware & Fur,-21.43,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,COGS,Supplies and Materials,0.92
2025-03-31,3349 Debit Card Purchase Paper Strategies Inc/,-163.1,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,MARKETING,Marketing,0.95
2025-03-31,9929 Debit Card Purchase FrischsBig Boy Iront,-45.26,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,OVERHEAD,Business Meals,0.6
2025-03-31,POS Purchase Clarks Pns Coal Grove Oh POS0001US04 5015053,-5.36,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-03-31,POS Purchase Super Quik 15 Kenova WV POS99999999 5015054,-49.06,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_March_2025.pdf,VEHICLES,Fuel,0.92
2025-04-01,9929 Debit Card Purchase Amazon Mktpl*8V6Dj9O33,-25.73,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,COGS,Supplies and Materials,0.7
2025-04-01,POS Purchase Marathon 18069 Ironton Oh POS13579601 1474225,-53.17,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,VEHICLES,Fuel,0.92
2025-04-02,POS Purchase Marathon 18069 Ironton Oh POS13579601 1449673,-20.63,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,VEHICLES,Fuel,0.92
2025-04-02,POS Purchase Marathon 18069 Ironton Oh POS13579601 1449674,-46.03,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,VEHICLES,Fuel,0.92
2025-04-02,N0402 3349 Payment Tmobile Au Bellevue Wa POS002 1445252,-80.61,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,OVERHEAD,Phone/Utilities,0.92
2025-04-03,Deposit,1400.0,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,REVENUE,Customer Payment,0.65
2025-04-03,Corporate ACH Payout Wisetack-Usbank Wt928aa614,2883.0,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,REVENUE,Customer Financing,0.95
2025-04-04,Withdrawal,-170.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,TRANSFERS,Cash Withdrawal,0.7
2025-04-04,BLS*Roof Maxx            800-7663269  OH,-2056.04,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Roof Maxx Product,0.95
2025-04-04,AMAZON MKTPL*QV5SA5XN3,-294.93,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.7
2025-04-04,CENTRAL HARDWARE & FURNIT,-161.81,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.92
2025-04-04,CENTRAL HARDWARE & FURNIT IRONTON OH,-161.81,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.92
2025-04-04,AMAZON MKTPL*QV5SA5XN3 Amzn.com/bill WA,-294.93,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.7
2025-04-04,BLS*Roof Maxx 800-7663269 OH,-2056.04,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Roof Maxx Product,0.95
2025-04-07,ACH Credit ACH Pmt 04/04/25,1984.0,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,REVENUE,Customer Payment,0.7
2025-04-07,POS Purchase Speedway Grayson Ky POS90951001 5017893,-47.49,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,VEHICLES,Fuel,0.95
2025-04-07,LOWES #01123*,-84.76,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.92
2025-04-07,LOWES #01123*,-74.18,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.92
2025-04-07,AMAZON MKTPL*HF6YZ1D63,-72.47,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.7
2025-04-07,DUNHAMS 171,-31.79,credit,0.0,,,CreditCardActivityExport (4).csv,EQUIPMENT,Safety Gear,0.72
2025-04-07,CENTRAL HARDWARE & FURNIT,-62.19,credit,0.0,,,CreditCardActivityExport (4).csv,COGS,Supplies and Materials,0.92
2025-04-07,CENTRAL HARDWARE & FURNIT IRONTON OH,-62.19,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.92
2025-04-07,DUNHAMS 171 ASHLAND KY,-31.79,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,EQUIPMENT,Safety Gear,0.72
2025-04-07,AMAZON MKTPL*HF6YZ1D63 Amzn.com/bill WA,-72.47,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.7
2025-04-07,LOWES #01123* ASHLAND KY,-74.18,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.92
2025-04-07,LOWES #01123* ASHLAND KY,-84.76,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,COGS,Supplies and Materials,0.92
2025-04-08,Deposit,10382.34,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,REVENUE,Customer Payment,0.65
2025-04-08,Debit Card Credit Lowes #01123* Ashland Ky,74.18,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,COGS,Supplies and Materials,0.92
2025-04-08,TST*PATTIES & PINTS IRON,-76.42,credit,0.0,,,CreditCardActivityExport (4).csv,OVERHEAD,Business Meals,0.6
2025-04-08,SPEEDWAY 45548,-46.39,credit,0.0,,,CreditCardActivityExport (4).csv,VEHICLES,Fuel,0.95
2025-04-08,SPEEDWAY 45548 COAL GROVE OH,-46.39,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,VEHICLES,Fuel,0.95
2025-04-08,TST*PATTIES & PINTS IRON Ironton OH,-76.42,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,OVERHEAD,Business Meals,0.6
2025-04-09,Deposit,6231.16,credit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,REVENUE,Customer Payment,0.65
2025-04-09,9929 Debit Card Purchase Wendy's #0104 Ironton,-14.46,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,OVERHEAD,Business Meals,0.6
2025-04-09,9929 Recurring Debit Card Companycam Companyca,-96.23,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,OVERHEAD,Software/Subscriptions,0.95
2025-04-09,ACH Web Ohsalestvl 8065-1Hiootvl 1848052,-25.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,TAXES,Sales Tax Paid,0.9
2025-04-10,Corporate ACH Svc Staxpmtsmerchant 16552883,-20.0,debit,0.0,9392,Business Checking,Business_Checking_x9392_Statement_April_2025.pdf,OVERHEAD,Payment Processing Fees,0.92
2025-04-10,WAVE - *SALTYS MEDIA LLC 386-5275066  FL,-258.75,credit,0.0,,,CreditCardActivityExport (4).csv,MARKETING,Marketing,0.95
2025-04-10,WAVE - *SALTYS MEDIA LLC 386-5275066 FL,-258.75,debit,0.0,3453,Credit Card,PNC_Cash_Rewards®_Visa_Signature®_Business_x3453_April_2025.pdf,MARKETING,Marketing,0.95
